block_time,tribute,paidAmount,amountBought,tx_hash,action,price_per_token,diff
2022-01-26T15:31:00+00:00,0.22,0.78,0.34417367526498266,\x7a06f000fd3d284bfdc528cef36f32b91d8cad4cf7582fe63ee511fec0ee04cd,Buy,2.905509839560188,5.703006484060625e-07
2022-01-26T15:25:40+00:00,0.22,0.78,0.34417387154756474,\xced3f2e92fa898954a51ba6367aafd1e939259aca8db2e42f10676ce99e4f095,Buy,2.9055081825460425,5.703010540460702e-07
2022-01-26T15:09:40+00:00,0.22,0.78,0.3441740678303984,\xe1076cdfabd925e499282f41b3da60c6c8b5269ee867d4e9a89f8fdb876fc035,Buy,2.9055065255316634,5.703014596881077e-07
2022-01-26T15:04:50+00:00,0.22,0.78,0.3441742641134836,\x8dd4e93c8bc305ff432d3cf2d65c479c457c8af64dd9e9a3ebe2130c82a8d7dc,Buy,2.905504868517051,5.703018653292633e-07
2022-01-26T14:57:40+00:00,0.22,0.78,0.34417446039682037,\x065ea32f317edf7f0708d3a89bd404e53cc486a2c4599a5a0f4aa75d44ce720f,Buy,2.9055032115022046,5.703022709724486e-07
2022-01-26T14:54:05+00:00,0.22,0.78,0.3441746566804087,\x091ea12f7988b0758ebada4fcf51f07af34ea67a70d268b4a778fd48575288f3,Buy,2.9055015544871248,5.717284337125524e-07
2022-01-26T14:46:25+00:00,0.2211,0.7839,0.34589572772223337,\xa08e5f5ca86e55d82bc5ca7bfb528d704d5e5f90a65e1a8ffc23c57c35bbc63a,Buy,2.905499893329272,0.0002218737851435624
2022-01-26T14:02:45+00:00,170.94,606.06,267.4832086464676,\x2138a2ab2815675c572db45c3c0ee1dcbcd75fb45938cf94f5e56958f0f3c55d,Buy,2.904855239070205,0.00022703142276022428
2022-01-26T12:53:40+00:00,4.18,14.82,6.542258740115347,\x5ee1f01ec83935edb0e8d252a49ae1500a18fd6d450c35d72cce14df71e1d12f,Buy,2.904195745652366,1.426560506939714e-05
2022-01-26T12:03:45+00:00,6.82,24.18,10.674363904869084,\x4ae136c0e1a0537736bc91013bdd5987bad89d8d0ea5e0c530637690154dc5e1,Buy,2.9041543155428147,0.0001515133917852283
2022-01-26T10:59:30+00:00,110,390,172.19324933920288,\xf6727fb8e5264960c67da667cf04ce915b24d5e782ae9bf9ccb7579e3af3e785,Buy,2.9037142972721988,0.00015694912410305862
2022-01-26T10:54:55+00:00,11,39,17.222027916117,\x689060fa8340f752560228d0659f37285aea95dd71c58e9d372b5ef39b8c0ec4,Buy,2.9032585618565965,0.00044205982111120455
2022-01-26T10:39:05+00:00,329.65834,1168.78866,516.3541807332003,\x8b117e01db1f573560047722d5f04cfc2839ebf029e2f1d936161ae7979134ba,Buy,2.9019751478961027,0.0004353118386951217
2022-01-26T10:35:25+00:00,5.72,20.28,8.963316951806416,\xfa95dc021091aa0bbe4d89f6fbba782427ec3b16b992a9f289723d641d05adac,Buy,2.9007118837586243,0.0008458790865047439
2022-01-26T09:44:15+00:00,645.28046,2287.81254,1012.0192077339146,\x4a42fa0476ffcfea8c852070f9fee9e0535fc0619230f27abeae0b28bd1b4f94,Buy,2.898258232240177,0.0010623113154813449
2022-01-26T09:31:30+00:00,171.84772,609.27828,269.8022808086688,\xe2e58497bf87faf7ee68937a322cc711dcc5d1c349eb1189dfc2f1dfeb463922,Buy,2.8951793797248815,0.0003150217989765692
2022-01-26T09:27:15+00:00,70.12412,248.62188,110.13011691543367,\xf33feefdb15b2f4b1e2ef0c4d772da21593c816c856cc61e6766098e1f8a8cca,Buy,2.894267335108321,9.276166092765304e-05
2022-01-26T07:57:10+00:00,1.1,3.9,1.7277131903729657,\x932d4ff5f711fb4fb4c705f4042c9cd3f0a1ebf6dc373cc0fd3001f7a6519cf3,Buy,2.8939988580631475,0.0010369055410233414
2022-01-26T07:04:50+00:00,794.53506,2816.98794,1249.230518934167,\xa07050d71051ce74ea932209f8c35828f97d79276d73df43fc44e9e03f5319a4,Buy,2.8909980546115066,0.0024720878901754884
2022-01-26T06:00:15+00:00,1100,3900,1733.792612994917,\x5b153789c2bf34103af910a9b2f125686994e6a24fdd01e2f749f02fe876708e,Buy,2.8838512533301803,0.0014429177281385867
2022-01-26T04:36:00+00:00,3.3,11.7,5.208893844256621,\x45abc1fef70725cb90d276cff417b9a5b54db3d5cc7cb70374c3200a17bd7765,Buy,2.8796900932314355,1.585891318442289e-05
2022-01-26T04:30:40+00:00,8.8,31.2,13.89060387456525,\xf8311c75971e9719eef4afbd7f4f30930928f426ceaddb82aff58d9908619c60,Buy,2.879644424476249,0.0003864576995130944
2022-01-26T02:29:00+00:00,286,1014,451.619157624082,\xb641577ea61b8c066be73ce7577bf165ba4f7f1d78bc7b643a2226c82140e98b,Buy,2.8785315637165505,0.0003764407346614046
2022-01-26T02:02:30+00:00,1.1,3.9,1.7376508826674795,\xc1ec8503564a52fb234196cd1f5e39ba6855ea6c74ba336c7c363e2ba7ccdfa2,Buy,2.877447967179959,0.00012238338614266106
2022-01-26T01:58:20+00:00,92.18,326.82,145.63296702317308,\x1b44cf7a78ec822ffa36708ba46ef03510070c48c4065140dae94feeeee9d753,Buy,2.877095815354286,0.00013368244407833117
2022-01-26T01:49:55+00:00,9.70508,34.40892,15.334872693619923,\x15b38d0dc23ba2222ea9233935cbce5e4e742f162e787212b883efc5ecfeb53d,Buy,2.876711198153842,4.7846240521826355e-05
2022-01-26T01:36:30+00:00,26.7531,94.8519,42.274253563765015,\xa35d7272d7125d6a5d284f33534c29550c0e28f808cb984912e3cc5e5ac8ad39,Buy,2.876573558337943,3.906029126879704e-05
2022-01-26T01:28:30+00:00,3.00916,10.66884,4.755148446625063,\x83f476ae7d16463d9117372db40cb2672576c9187818b0932569f78455a9b704,Buy,2.8764611985368984,1.4055647717015909e-05
2022-01-26T01:26:15+00:00,7.7,27.3,12.167899908536125,\x43251c1d3a92d5b442109e99e7a7410434ed7d2bd4099e13686096d861b0c4e7,Buy,2.87642076801162,8.229688009836525e-05
2022-01-26T01:23:10+00:00,55,195,86.92072407966567,\xb29dc47760c146d91582d935930df1973f5be769e0a449c215656ce9bec3afdf,Buy,2.8761840475565625,7.277150728451696e-05
2022-01-26T00:52:20+00:00,0.44,1.56,0.695416399136881,\x2577691a47a75c47824d6c60d0925111bc79b1777565f08d851afebd18266bbe,Buy,2.8759747433081944,3.7544987779710224e-06
2022-01-26T00:52:15+00:00,2.42,8.58,3.824804555476875,\x320d3355a2719cd4b60489b0ac0d4fc032f1c9f4ca51300356e0ba9238760850,Buy,2.875963945464535,0.00020247472390615918
2022-01-26T00:14:40+00:00,151.8,538.2,239.9681459640134,\x4c747c123177d9851b744592cee08a6157bf489b0cb9c1053508a83a80bb45ce,Buy,2.875381635458713,0.0030345040478760425
2022-01-26T00:02:00+00:00,2156,7644,3418.6170397777078,\xc4b358b532a0178eeffc5f4e5b5390672443c0d82906754e07c43d86f548901a,Buy,2.866656278246725,0.0028667589908331864
2022-01-25T23:54:00+00:00,20.46704,72.56496,32.54644367170936,\xf8b7c4f5093ccbe2e22c5503b874361a0e15b25d44d1b625721c0080ae478762,Buy,2.858438265587433,9.832522532937773e-05
2022-01-25T23:35:45+00:00,53.86128,190.96272,85.65798943074329,\x4571ed7012510afa05eac764917802ff6e2e6289d48ca5d882ead9dd3cc9494a,Buy,2.858157209000879,0.00021679611496248157
2022-01-25T23:32:25+00:00,110,390,174.9758270776424,\x4e45a0717c36c1da4f147e490b09762afb2581f98ab5dba359e2ee4cb0e1b6b8,Buy,2.8575375716220157,0.15871998375026247
2022-01-25T22:42:30+00:00,109956.44,389845.56,207905.25541046244,\xb1310c1cd378a78c6bb494eb2d6aff31eb7f196324d5f1c64f02cc648f809d7c,Buy,2.4039892546884047,0.17218454676747416
2022-01-25T22:27:35+00:00,11,39,25.12487749476326,\xe164e36ebcea5de9d150df130903ebd999abc28a917d4511c0c03abf80535358,Buy,1.9900594544360037,9.143244617044246e-05
2022-01-25T22:19:55+00:00,33,117,75.38152480149844,\x58334c774c9ec115fff4b68ef40a771a634862eb6caec112e7263df41d698225,Buy,1.98987749843206,0.0001668838013602163
2022-01-25T21:57:20+00:00,47.3,167.7,108.06488649453286,\x551f7ed9904db22e2a20824525c7e10b29b5480ec23b7b15256f777f47ee0eaf,Buy,1.9895454201108804,0.00029955188019250423
2022-01-25T21:25:25+00:00,96.8,343.2,221.22231433971012,\xb172e6f05d06bf2adbb80566cdfe377e9cfdc63718704a2182736f861856842a,Buy,1.988949448039558,0.00022369278340781198
2022-01-25T21:12:00+00:00,10.78,38.22,24.64163352524051,\xb100dad5109e67ce03d43c6b451ed19e0131d69658090a8120c1cccd17cc5ee1,Buy,1.9885045344014685,6.818284253885777e-05
2022-01-25T20:57:55+00:00,22,78,50.292477094741564,\x601cb77e754b153604507546005d3c7e23881d9b3be1a1132b73536b8ca5902e,Buy,1.9883689525099115,0.000529673745813002
2022-01-25T20:52:55+00:00,232.57344,824.57856,531.9496872400268,\x9181cb79328bcdf31de3f05c5962e839723248e7dc3229c0e19517e69285a005,Buy,1.9873157656787774,0.0009375636362213445
2022-01-25T20:50:35+00:00,217.8,772.2,498.62687961587494,\x8594a38615deb81b2beb6172ae81980b93d2d5affbd3e8138673acd51be8979d,Buy,1.9854525306831876,0.0004542946648646859
2022-01-25T20:45:35+00:00,0.22,0.78,0.5038924304063093,\xa5cb8050d413fa7ccb99f9f25d447f2fc3e888ebc3b9451a8be371c2dd49e159,Buy,1.9845505501911562,1.8808042255527545e-06
2022-01-25T20:39:40+00:00,0.682,2.418,1.5620694722064228,\x1dc572f8241e756b8fca5e604860846196e4cb60103abfaf457d1e809c8d283f,Buy,1.9845468176400956,0.00016657979467938616
2022-01-25T19:47:55+00:00,79.2,280.8,181.43183900568735,\xda253d44aa721318062a27636add16291e64b0a943be1e7c6de5e1e932459460,Buy,1.9842162322386814,0.000624124099381893
2022-01-25T19:42:00+00:00,220,780,504.2920714062456,\xc105ba22c284596466e208e2edc6fdfce85c046d12b592fc36f75b35966c4931,Buy,1.9829778350697564,0.00048255478818518346
2022-01-25T19:34:35+00:00,11.22,39.78,25.73131240972813,\x2d04e46127c6397bc5ee64bb015f36572750976e135920cb14c5dad00821662a,Buy,1.9820209396205786,0.0002550297646976241
2022-01-25T19:13:45+00:00,110.88,393.12,254.35077789164376,\xdac53e9f8835318cb9099924c3bf85b4c17838a1b7b4f992fc7f141a9a58dc84,Buy,1.9815154652867213,0.00027759403121943734
2022-01-25T18:59:05+00:00,22,78,50.480437252924716,\x31ddf310d5ddcede0841dd0c775f1397e00030cddf40e4acc66b7fa646215092,Buy,1.9809654084207886,0.0002758892955213627
2022-01-25T18:23:05+00:00,110,390,252.47184054284992,\xa30090dc2ecc0222cbcae546298e1aee30c2baa34f3895d9224d96ece2f1650f,Buy,1.9804188812698074,0.0006900079162747747
2022-01-25T18:17:45+00:00,220,780,505.2923367981235,\x968367319430c008e0ac8b1c9778326a4e13b0147fca87522b85e82c0bd506c2,Buy,1.9790523765641912,0.0004902802200283901
2022-01-25T17:56:15+00:00,14.34114,50.84586,32.95464857121173,\x35b9d09b53f0ab6244fae591fde3667cebcea83f9cf54945636ec5a958c1548c,Buy,1.9780820863295614,0.00030642775782066973
2022-01-25T17:46:45+00:00,132,468,303.41709131212934,\x147ceb52274a4334c50b93e99d10ac717cb71e71b296400041dbfc0130010673,Buy,1.9774759470710623,0.003045141380435514
2022-01-25T17:21:15+00:00,1320,4680,3043.43861398355,\xacf652ec9c4165b860e4f14ea17ddae7bc87e85e13b0ee28a70b3fefdb42bca1,Buy,1.9714542532358204,0.0028644702845600344
2022-01-25T17:02:35+00:00,43.34,153.66,100.21329249091805,\xeb2ebfdac5bd6732e0adcb4806fffd4cfc9932776415430cae8dda172ea304c1,Buy,1.9658070811100568,0.0021588201276824107
2022-01-25T16:56:00+00:00,978.78,3470.22,2268.088976296319,\xbc5345e001076da009fd0de35e8235897955ae0b1597135c2b002299f631c6b4,Buy,1.9615632572162158,0.002074353553120052
2022-01-25T16:31:50+00:00,2.2,7.8,5.108571756499343,\xb912a8279c5b95c1651b4a1e01d3767623b98a42d1cdc80b07e451b421dea7fb,Buy,1.9574942815039396,9.753504679988806e-05
2022-01-25T16:05:25+00:00,43.78,155.22,101.6704943907655,\xc391311297888a4c66017ebb0ccdee764cda885256219f06a36e5ef2ebdda7ef,Buy,1.9573033572075826,0.00018625031962699366
2022-01-25T16:04:15+00:00,44.01342,156.04758,102.23160739473383,\x56cf47f3f27073f73a1b8eb885dbbb9e6cb0e7283a2a414259ceaf06b2e9a825,Buy,1.9569388088316957,0.00014007415964889023
2022-01-25T15:51:45+00:00,22,78,51.107376953715665,\xc29a16b960b56d7dd60bc5157aaf8324fb05a4c6eff6b96ea1ae02abf7f7c2dc,Buy,1.9566646922725643,0.0020723050678854707
2022-01-25T15:49:30+00:00,953.48,3380.52,2219.5933918085266,\x429fd480df9122792835646966fcb86b396164afe5038d9b703aa013fc3296c4,Buy,1.9526098861146153,0.002047170769711018
2022-01-25T15:30:05+00:00,9.11966,32.33334,21.273084678815536,\x382b4c5e7c70388208aedcc716d60ad1fd82d209381c4607948f0879e1407c4c,Buy,1.9486125602311126,0.00030483539684623024
2022-01-25T15:29:45+00:00,133.76,474.24,312.11201695453803,\x8f7bb3b01a8ce4edbe7b47c0e88241a0997a4f885de704ccee12dc8e140a443a,Buy,1.948018554148015,0.0006611134907200403
2022-01-25T15:28:10+00:00,176,624,410.94538805912407,\x31dd040e337ba4415643f46fe9bf9226d90db9349dc9e3e0ab19e76de56b820f,Buy,1.946730692801695,0.000399359877137559
2022-01-25T15:25:55+00:00,11,39,25.694348045373786,\x7c016e8ae9d8aa2a7f34c9d58551c91fd273200d8eb8ac7ed5ec1c0aa2a338fe,Buy,1.9459532466713978,4.91492009498677e-05
2022-01-25T15:16:20+00:00,12.00056,42.54744,28.032883737417,\x9e45c4270ad6e3ccba79d74ec35d8d5a374f2ae981a74dbb1d41088be6dab414,Buy,1.945857604624238,0.00016008849586018664
2022-01-25T15:10:30+00:00,62.90812,223.03788,146.97467240916407,\x9c7171871d052eb16fce5e29da9b04fe89a1ed891fdec8f8af1e608747f31091,Buy,1.9455460952071555,0.00033119074229597835
2022-01-25T15:03:45+00:00,92.03128,326.29272,215.0874718244898,\x230112c5586d70eaee536c834f329b0efcdd306897a9908883d665649cbb045b,Buy,1.9449017483517128,0.00024429677443668873
2022-01-25T14:59:30+00:00,22.22,78.78,51.94333343012359,\xda6b99436ec9b0e2f2eab145ddcce37df8407475250323eca42a633b61d96907,Buy,1.9444266151279943,0.00025819954018411334
2022-01-25T14:58:20+00:00,98.48212,349.16388,230.27951189241222,\x12c80a10942e07cf459fb6fd9783695be50ac13f2c0b3060456eea0e667c105c,Buy,1.9439245650700465,0.0002626904870264343
2022-01-25T14:56:45+00:00,24.2946,86.1354,56.822686701769854,\xfa9e15d1eaa4cc04e531a3f03dd2fc26034ec2ef792d885439a7e7996de719bf,Buy,1.9434139145793057,0.0003377118873412376
2022-01-25T14:54:05+00:00,133.46938,473.20962,312.27724952055564,\x61d8be3c032f3b68b9bbd67f82828a1ed3e71382bbc76763380d6aed25f64991,Buy,1.9427576005983278,0.0003802537339311315
2022-01-25T14:53:20+00:00,44.12078,156.42822,103.26830709775145,\x62bc1320f0111a24943e635c32872d91ad5867fe3fc45083d85b8ae89aab6f45,Buy,1.9420188597665773,0.0005717462808115872
2022-01-25T14:49:50+00:00,222.71194,789.61506,521.5737840113995,\x85597c85e8431b6cfdb53bc5ead22fe460a599bd69b8f7aea83babcf14c6017d,Buy,1.9409085177062397,0.0004868229476635793
2022-01-25T14:39:20+00:00,4.4,15.6,10.30947157923806,\x941a501e0c5c85a7220801a91a2c3cf109e6496ae1995cb76db3d18292696b3a,Buy,1.9399636389005046,1.887680583222424e-05
2022-01-25T14:34:50+00:00,4.4,15.6,10.309666192804977,\x20057d46e838a04864a69495837782df3f168be08dda87760accd6f0d7ef26f9,Buy,1.9399270185835715,0.00010382927032727589
2022-01-25T14:27:00+00:00,44,156,103.1073674907817,\x1bddc6fda00df118ce153215e9cf59b50d945e1d93352cd72b3d8705c4cbc4a8,Buy,1.9397255973767438,0.0002360066963037999
2022-01-25T14:24:20+00:00,66,234,154.697560896446,\xb6993a1f36c7fa063a430ac94644cf5bced896770a4b952283d9cd3eb829fd7a,Buy,1.939267809146771,0.00075561267690609
2022-01-25T14:18:45+00:00,286,1014,670.8630098126143,\x7b268b4d5fd89219ab0d3bea0b0da42bf15e51f749591da3ec5e6102d3159d5e,Buy,1.9378024738062638,0.0007146833265669368
2022-01-25T14:12:30+00:00,46.74406,165.72894,109.72478484648371,\xd90860089b83b67b341fbc5268737c01d4414d5910281272f39171085d8c60d2,Buy,1.9364175586880543,0.00010623041257979944
2022-01-25T14:11:00+00:00,2.66684,9.45516,6.260678543983593,\x9b73749e857e8565fb330589169319e58848c924323b8a50e5d05e9fae16cade,Buy,1.936211852251868,7.812106301932554e-06
2022-01-25T14:08:50+00:00,0.96624,3.42576,2.2683645417885763,\xd7b5bf4f0b429d8f7f82ed7951f4955e990f48378f92cf659c56d6564a7208c9,Buy,1.9361967263590552,6.808355401899437e-06
2022-01-25T14:07:30+00:00,2.2,7.8,5.164799603200605,\x6ff3a99aee51ee3f94c24853571b4db3393ac7140da3311e42f7b35b71e18bd0,Buy,1.9361835440436141,9.934893319554367e-05
2022-01-25T13:59:35+00:00,44,156,103.30625543028152,\xe47dcf2f92eccb379b26d6798556026e4442835091bfae0851a3961726676a65,Buy,1.9359911862740427,0.0009466334775427444
2022-01-25T13:55:35+00:00,396,1404,930.637271268966,\xa04444f89e619cc5ae8f2def3583a52f2fedf1273c69ba184e15a43b631fe58d,Buy,1.934158512204888,0.0008761423525221851
2022-01-25T13:51:25+00:00,11,39,25.87370436123435,\xf2a0efc09217a5f1b679f39dc9333415d8c1a9fef53a73aec52dd2e2ed3198e5,Buy,1.932463914015854,0.00011855598255203456
2022-01-25T13:32:45+00:00,44,156,103.50708882955468,\xc6967c3568288553363d93d3bc4d3aa4bd02ebbd8bbb117defb39bdebb4e65b5,Buy,1.9322348088577814,0.0001303170198835464
2022-01-25T13:24:40+00:00,16.45006,58.32294,38.702721388574204,\xc7851e128a49f5846d5fdcafadd9e82b62b0478705ecdc5b0020427ba6b2dcbd,Buy,1.9319830057757759,3.962421320821116e-05
2022-01-25T13:20:30+00:00,1.92742,6.83358,4.534898669033506,\xf90b57e6c8286e5eb7b9abe2576cf360225d6158f79e3f52b4a8fe84924fb82d,Buy,1.9319064524692404,6.858157600475717e-05
2022-01-25T13:19:45+00:00,29.87754,105.92946,70.30170344081803,\x7c3684860506ff6d8a6970833307004b4551d6bb559c7373f50b584e14f5bb1f,Buy,1.9317739592800363,0.0006812242779691765
2022-01-25T13:13:30+00:00,285.93356,1013.76444,673.2588888784027,\xeeade28e629826e267611c1d71b78880095a60a0ddad789694a19b84ea4ed6d6,Buy,1.9304579879594261,0.0010920295880449422
2022-01-25T13:06:25+00:00,220,780,518.5780937292312,\x5180a1769c2419ef2df050ef813c82f60bc556933b9e2e55d0c5215b4fc09174,Buy,1.9283498707180966,0.0004782628614805056
2022-01-25T13:06:25+00:00,1.32,4.68,3.112957374276876,\x9b7f4f743727058e3c6cfa26d3a733b57af1dbb92def32a7d7024fff4e94cbbd,Buy,1.9274276125909915,4.329327054400051e-06
2022-01-25T13:00:00+00:00,0.682,2.418,1.608368273195331,\x571bfb47c411cd49a19a4b785e9965245efefcda9bc3e8ea4df789b1595bc80b,Buy,1.927419268126483,4.096310546509022e-05
2022-01-25T12:50:50+00:00,18.26,64.74,43.06452750039873,\x11f6ea89187432836b39a238f0bde325df924ea4db1e18c5472073372c0334a0,Buy,1.9273403150477273,0.0005153836765015743
2022-01-25T12:40:35+00:00,220,780,519.117273489413,\xdf733cc9517df2153abb556a3fb5af491425468a09564ec74874e886abaf44bc,Buy,1.9263469953102883,0.0004784069107833067
2022-01-25T12:38:35+00:00,1.1,3.9,2.5968287082472115,\x52442b5fde3ff80b2f898da3c06a5295c649f871a3a626c1d8c6bcf9500c2c22,Buy,1.925425417595165,7.431591842992159e-05
2022-01-25T12:26:10+00:00,33.22,117.78,78.43005559067952,\xbcb0d8895d386622ebf60afd7f4e5e2db8fe186c8c644e26d32efc734de81462,Buy,1.9252823278368882,0.0005056355733425062
2022-01-25T12:25:30+00:00,200.22904,709.90296,472.9656605467586,\x1f914cc42b22cd4d2f0b205b2783805eb32384003f778c677a2973571b8d64a5,Buy,1.9243088366032062,0.0005481880426007303
2022-01-25T12:20:00+00:00,52.76986,187.09314,124.71727904804423,\x18022c1ca543ab0f41618f554c29ab39c95f85e234eb828525c7ac3b19e909eb,Buy,1.9232539535087094,0.0003052593493939444
2022-01-25T11:57:25+00:00,88,312,208.04436163746342,\xba3b46252589332a0000d1b3a15e2ba9922743a003f17830ad792c0022e2733f,Buy,1.922666862258142,0.0012928635316702397
2022-01-25T11:36:45+00:00,507.71578,1800.08322,1201.8652721367678,\x32f09486a2732624e011324b2087c2b79e2372286409da9e378389a92fce9601,Buy,1.9201811163883775,0.0024443972225152593
2022-01-25T11:05:55+00:00,616.902,2187.198,1463.9093708565815,\xfffe27ad0a1c72b5640415f313dd293c97eba8f5919918e8d7f7fa48045087fe,Buy,1.9154874310007517,0.0027838448597164445
2022-01-25T10:54:40+00:00,660,2340,1570.5531658264983,\xf809aaf67a53a7751c8bd6fc65816ab57bcd424e96225f5ef466f5f1855469b6,Buy,1.9101550111621086,0.0014462109908310245
2022-01-25T10:25:45+00:00,1.54,5.46,3.6699315489368325,\xf6b8579301607ee8aa38803a6770a5fd68b2d041b22fee7b1550e2f012383e61,Buy,1.9073925239907752,0.0008703686550591351
2022-01-25T10:06:05+00:00,395.56,1402.44,943.469298245407,\x8b656d6b2723fb0aef48b2cb96c4ba40578d2b07823cf871776c11967a92d9fd,Buy,1.9057323893249993,0.0008915034380678524
2022-01-25T10:05:35+00:00,0.022,0.078,0.052521357534268134,\xa389c8f2dcbc9af6b237b8470af3c9b83b5a153ad8a8ec995b3d5f730bf3728a,Buy,1.9039873433346408,0.0002027710675109556
2022-01-25T10:05:35+00:00,11,39,26.260043239337993,\xbed7e40430374499da52a0d18baa90392bcbc5cccbd3c82d45e0d3f657644f24,Buy,1.904033422347879,2.4200737601163624e-05
2022-01-25T10:00:55+00:00,92.31552,327.30048,220.43271700833668,\xbdcaa73ae81a3c2b8ddf1c2076554f66ad22a9f38cc55e0862f6e2f093726363,Buy,1.9036012697885054,0.00022320750482263924
2022-01-25T10:00:50+00:00,9.317,33.033,22.252272900065293,\xa0baf0dd9b9294118ab299143b38fd94c318000d7c0e08aa798c04deed15245d,Buy,1.9031763716988988,0.0004087134057386585
2022-01-25T09:59:40+00:00,176.68706,626.43594,422.1633860624301,\x6098818616b2eb470b64cec1acbf8ba4aff2a68be2149a9f71935edc71b8da7a,Buy,1.9023985180023004,0.0005769557309866832
2022-01-25T09:57:00+00:00,85.8,304.2,205.12271163993043,\xfbfc15f10c5f9a52556d6c7cc446924b3e1d0e4ba82a71c02613043f7d31cee8,Buy,1.9013009182747185,0.008971550352810722
2022-01-25T09:56:10+00:00,3975.18,14093.82,9589.525931735387,\x7bac737730b55a62d2be15672617fe4cb0ade9e173a7bd4439a2a1f1956fed8b,Buy,1.8842433013505715,0.008876354328763833
2022-01-25T09:54:00+00:00,23.88826,84.69474,58.14294414162144,\x8b9e2dfc3ed5b0c274e34151cad6bb9850cce3dfc710c3f9aa4a68396a98ee27,Buy,1.867518090166184,0.00967582635925739
2022-01-25T09:52:25+00:00,4257.088,15093.312,10462.795797870482,\x1d0e8bd33e2c0425e4ca16e47a88692d5b58b303a34289a5da81a479b878e28a,Buy,1.8494483094029641,0.009920039191004985
2022-01-25T09:51:55+00:00,110,390,273.0596543892236,\x3f6185cfddcc577fa816c9751574144f112b5de4a6d5809f122b671ef7de2fc4,Buy,1.8311017096919489,0.0077752584737510715
2022-01-25T09:46:40+00:00,3250.33962,11523.93138,8131.741054767892,\x6ff5fe7faa922c2c9088ce0a37f4e5823acc1f78829e2b1e59b88fbbefa0a992,Buy,1.8168644206073663,0.007603212542498336
2022-01-25T09:40:50+00:00,22,78,55.46156624867915,\xc4ea8b9017b2fd36133ddfb8c44737038533211b8e4d9e189e270ff68de2f17b,Buy,1.8030504142565855,0.0001551130903258816
2022-01-25T09:35:55+00:00,44,156,110.94034079646104,\xf6ea00516c4a6988c93a7b083524eb39b6467a73b5a7b8f7bea30c63dc2ed841,Buy,1.8027707375348168,0.00010859344798895657
2022-01-25T09:28:00+00:00,2.2,7.8,5.547619474949967,\xb43f3b632f2d77f16058762faf0a4ca5ffc084c8faeceadd8d62c7de05fe0cef,Buy,1.8025749684444943,1.0343889070305895e-05
2022-01-25T09:25:35+00:00,2.2,7.8,5.5476768595040005,\xb97f34dec2694d1a519cd8931eccfad85515b3e3bd5d66c35003289878177ddf,Buy,1.8025563228089798,9.933443131650476e-05
2022-01-25T09:22:40+00:00,40.05166,142.00134,101.00715501863085,\x44fd219e71450da75b44be26d56dabcbc1ab9c307bf66c489762e84cc7822db6,Buy,1.8023772669017375,0.0008703824349473034
2022-01-25T09:22:35+00:00,330,1170,832.9591914857209,\x46b24cd3e9252dd13563408d7b18f805929d129d46427d0ab8d7b0fd79c002b5,Buy,1.800808509387478,0.0015926541055467556
2022-01-25T09:22:25+00:00,346.5,1228.5,876.002319751027,\xca0874870255c20929781264398569396f91b092f7988f02d5d14c79323be49b,Buy,1.7979404443216984,0.0008179663647701152
2022-01-25T09:22:25+00:00,0.396,1.404,1.0019650820226567,\x01d4e56d036d142ee2c0ca356e9cca8350b3c8d4ebef865a126b9eeb7fd03eba,Buy,1.7964697895123836,1.4542831853233738e-06
2022-01-25T09:22:20+00:00,0.22,0.78,0.5566480773143038,\x6ca889ee4574d58376fc220c47991db504974ab12ffa7e9ea123b6b3f6c68641,Buy,1.7964671769365756,0.14916270354914457
2022-01-25T09:20:50+00:00,58300,206700,173372.44277327094,\x66b8058b442f4bc8ac26436a85525e1ec66942c7ed0484e91924ed86856137b8,Buy,1.5285012759874166,
